,gm#,date,unnamed: 2,tm,unnamed: 4,opp,w/l,r,ra,inn,w-l,rank,gb,time,d/n,attendance,cli,streak,orig. scheduled
121,117,"Saturday, Aug 10",preview,NYM,@,SEA,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
122,118,"Sunday, Aug 11",preview,NYM,@,SEA,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
123,119,"Tuesday, Aug 13",preview,NYM,,OAK,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
124,120,"Wednesday, Aug 14",preview,NYM,,OAK,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
125,121,"Thursday, Aug 15",preview,NYM,,OAK,1:10 pm,1:10 pm,1:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
126,122,"Friday, Aug 16",preview,NYM,,MIA,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
127,123,"Saturday, Aug 17",preview,NYM,,MIA,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
128,124,"Sunday, Aug 18",preview,NYM,,MIA,12:05 pm,12:05 pm,12:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
129,125,"Monday, Aug 19",preview,NYM,,BAL,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
130,126,"Tuesday, Aug 20",preview,NYM,,BAL,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
131,127,"Wednesday, Aug 21",preview,NYM,,BAL,1:10 pm,1:10 pm,1:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
132,128,"Thursday, Aug 22",preview,NYM,@,SDP,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
133,129,"Friday, Aug 23",preview,NYM,@,SDP,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
134,130,"Saturday, Aug 24",preview,NYM,@,SDP,8:40 pm,8:40 pm,8:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
135,131,"Sunday, Aug 25",preview,NYM,@,SDP,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
136,132,"Tuesday, Aug 27",preview,NYM,@,ARI,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
137,133,"Wednesday, Aug 28",preview,NYM,@,ARI,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
138,134,"Thursday, Aug 29",preview,NYM,@,ARI,3:40 pm,3:40 pm,3:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
139,135,"Friday, Aug 30",preview,NYM,@,CHW,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
140,136,"Saturday, Aug 31",preview,NYM,@,CHW,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
141,137,"Sunday, Sep 1",preview,NYM,@,CHW,2:10 pm,2:10 pm,2:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
142,138,"Monday, Sep 2",preview,NYM,,BOS,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
143,139,"Tuesday, Sep 3",preview,NYM,,BOS,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
144,140,"Wednesday, Sep 4",preview,NYM,,BOS,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
145,141,"Friday, Sep 6",preview,NYM,,CIN,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
146,142,"Saturday, Sep 7",preview,NYM,,CIN,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
147,143,"Sunday, Sep 8",preview,NYM,,CIN,1:40 pm,1:40 pm,1:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
148,144,"Monday, Sep 9",preview,NYM,@,TOR,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
149,145,"Tuesday, Sep 10",preview,NYM,@,TOR,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
150,146,"Wednesday, Sep 11",preview,NYM,@,TOR,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
151,147,"Friday, Sep 13",preview,NYM,@,PHI,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
152,148,"Saturday, Sep 14",preview,NYM,@,PHI,4:05 pm,4:05 pm,4:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
153,149,"Sunday, Sep 15",preview,NYM,@,PHI,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
154,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
155,150,"Monday, Sep 16",preview,NYM,,WSN,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
156,151,"Tuesday, Sep 17",preview,NYM,,WSN,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
157,152,"Wednesday, Sep 18",preview,NYM,,WSN,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
158,153,"Thursday, Sep 19",preview,NYM,,PHI,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
159,154,"Friday, Sep 20",preview,NYM,,PHI,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
160,155,"Saturday, Sep 21",preview,NYM,,PHI,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
161,156,"Sunday, Sep 22",preview,NYM,,PHI,1:40 pm,1:40 pm,1:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
162,157,"Tuesday, Sep 24",preview,NYM,@,ATL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
163,158,"Wednesday, Sep 25",preview,NYM,@,ATL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
164,159,"Thursday, Sep 26",preview,NYM,@,ATL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
165,160,"Friday, Sep 27",preview,NYM,@,MIL,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
166,161,"Saturday, Sep 28",preview,NYM,@,MIL,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
167,162,"Sunday, Sep 29",preview,NYM,@,MIL,3:10 pm,3:10 pm,3:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
168,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
0,1,"Thursday, Mar 28",boxscore,NYY,@,HOU,W,5,4,,1-0,1,Tied,2:41,D,42642,.93,+,
1,2,"Friday, Mar 29",boxscore,NYY,@,HOU,W,7,1,,2-0,1,up 0.5,3:17,N,41583,.99,++,
2,3,"Saturday, Mar 30",boxscore,NYY,@,HOU,W,5,3,,3-0,1,up 0.5,2:54,N,41247,1.05,+++,
3,4,"Sunday, Mar 31",boxscore,NYY,@,HOU,W,4,3,,4-0,1,up 1.5,2:56,D,36908,1.06,++++,
4,Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
5,5,"Monday, Apr 1",boxscore,NYY,@,ARI,W,5,2,,5-0,1,up 1.5,2:59,N,38608,1.04,+++++,
6,6,"Tuesday, Apr 2",boxscore,NYY,@,ARI,L,0,7,,5-1,1,up 1.0,2:27,N,39863,1.05,-,
7,7,"Wednesday, Apr 3",boxscore,NYY,@,ARI,W,6,5,11,6-1,1,up 1.0,3:04,D,35038,1.03,+,
8,8,"Friday, Apr 5",boxscore,NYY,,TOR,L,0,3,,6-2,1,Tied,2:54,D,47812,1.15,-,
9,9,"Saturday, Apr 6",boxscore,NYY,,TOR,W,9,8,,7-2,1,up 1.0,3:20,N,42250,1.14,+,
10,10,"Sunday, Apr 7",boxscore,NYY,,TOR,W,8,3,,8-2,1,up 1.0,3:10,D,40569,1.22,++,
11,11,"Monday, Apr 8",boxscore,NYY,,MIA,W,7,0,,9-2,1,up 1.5,2:01,N,31071,1.09,+++,
12,12,"Tuesday, Apr 9",boxscore,NYY,,MIA,W,3,2,,10-2,1,up 2.5,2:35,N,37680,1.11,++++,
13,13,"Wednesday, Apr 10",boxscore,NYY,,MIA,L,2,5,,10-3,1,up 2.0,2:50,N,36295,1.11,-,
14,14,"Saturday, Apr 13 (1)",boxscore,NYY,@,CLE,W,3,2,,11-3,1,up 3.5,2:57,D,17089,1.19,+,
15,15,"Saturday, Apr 13 (2)",boxscore,NYY,@,CLE,W,8,2,,12-3,1,up 3.5,2:28,N,31066,1.22,++,
16,16,"Sunday, Apr 14",boxscore,NYY,@,CLE,L-wo,7,8,10,12-4,1,up 2.5,3:08,D,28119,1.21,-,
17,17,"Monday, Apr 15",boxscore,NYY,@,TOR,L,1,3,,12-5,1,up 1.5,2:23,N,30962,1.23,--,
18,18,"Tuesday, Apr 16",boxscore,NYY,@,TOR,L,4,5,,12-6,1,up 0.5,2:56,N,31175,1.25,---,
19,19,"Wednesday, Apr 17",boxscore,NYY,@,TOR,W,6,4,,13-6,1,up 0.5,3:10,D,30233,1.24,+,
20,20,"Friday, Apr 19",boxscore,NYY,,TBR,W,5,3,,14-6,1,up 1.5,2:40,N,36055,1.24,++,
21,21,"Saturday, Apr 20",boxscore,NYY,,TBR,L,0,2,10,14-7,1,up 0.5,2:25,D,47629,1.21,-,
22,22,"Sunday, Apr 21",boxscore,NYY,,TBR,W,5,4,,15-7,1,up 0.5,2:42,D,40022,1.22,+,
23,23,"Monday, Apr 22",boxscore,NYY,,OAK,L,0,2,,15-8,2,0.5,2:32,D,30366,1.13,-,
24,24,"Tuesday, Apr 23",boxscore,NYY,,OAK,W,4,3,,16-8,1,up 0.5,2:29,N,30060,1.14,+,
25,25,"Wednesday, Apr 24",boxscore,NYY,,OAK,W,7,3,,17-8,1,up 0.5,2:33,N,31179,1.17,++,
26,26,"Thursday, Apr 25",boxscore,NYY,,OAK,L,1,3,,17-9,1,Tied,2:24,N,40141,1.16,-,
27,27,"Friday, Apr 26",boxscore,NYY,@,MIL,L-wo,6,7,11,17-10,1,Tied,3:11,N,32314,1.11,--,
28,28,"Saturday, Apr 27",boxscore,NYY,@,MIL,W,15,3,,18-10,1,Tied,2:45,N,41620,1.14,+,
29,29,"Sunday, Apr 28",boxscore,NYY,@,MIL,W,15,5,,19-10,1,up 1.0,3:21,D,35295,1.14,++,
30,30,"Monday, Apr 29",boxscore,NYY,@,BAL,L,0,2,,19-11,1,Tied,2:30,N,23184,1.38,-,
31,31,"Tuesday, Apr 30",boxscore,NYY,@,BAL,L,2,4,,19-12,2,1.0,2:19,N,21949,1.33,--,
32,Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
33,32,"Wednesday, May 1",boxscore,NYY,@,BAL,W,2,0,,20-12,1,Tied,2:29,N,24180,1.36,+,
34,33,"Thursday, May 2",boxscore,NYY,@,BAL,L,2,7,,20-13,2,1.0,2:39,D,27299,1.39,-,
35,34,"Friday, May 3",boxscore,NYY,,DET,W-wo,2,1,,21-13,2,1.0,2:44,N,37386,1.21,+,
36,35,"Saturday, May 4",boxscore,NYY,,DET,W,5,3,,22-13,2,1.0,2:34,D,45017,1.24,++,
37,36,"Sunday, May 5",boxscore,NYY,,DET,W,5,2,8,23-13,2,1.0,2:40,D,35119,1.27,+++,
38,37,"Tuesday, May 7",boxscore,NYY,,HOU,W,10,3,,24-13,1,Tied,2:46,N,37126,1.17,++++,
39,38,"Wednesday, May 8",boxscore,NYY,,HOU,W,9,4,,25-13,1,Tied,2:35,N,37660,1.22,+++++,
40,39,"Thursday, May 9",boxscore,NYY,,HOU,L,3,4,,25-14,2,0.5,2:55,N,38095,1.21,-,
41,40,"Friday, May 10",boxscore,NYY,@,TBR,W,2,0,,26-14,2,0.5,2:39,N,18041,1.30,+,
42,41,"Saturday, May 11",boxscore,NYY,@,TBR,L,2,7,,26-15,2,1.5,2:27,D,21308,1.27,-,
43,42,"Sunday, May 12",boxscore,NYY,@,TBR,W,10,6,,27-15,2,0.5,2:56,D,20694,1.24,+,
44,43,"Tuesday, May 14",boxscore,NYY,@,MIN,W,5,1,,28-15,1,up 0.5,2:38,N,23805,1.24,++,
45,44,"Wednesday, May 15",boxscore,NYY,@,MIN,W,4,0,,29-15,1,up 0.5,2:38,N,22235,1.26,+++,
46,45,"Thursday, May 16",boxscore,NYY,@,MIN,W,5,0,,30-15,1,up 1.0,2:15,D,31569,1.22,++++,
47,46,"Friday, May 17",boxscore,NYY,,CHW,W,4,2,,31-15,1,up 1.0,2:32,N,46025,1.14,+++++,
48,47,"Saturday, May 18",boxscore,NYY,,CHW,W,6,1,,32-15,1,up 2.0,2:29,D,43194,1.07,++++++,
49,48,"Sunday, May 19",boxscore,NYY,,CHW,W,7,2,,33-15,1,up 2.0,2:33,D,41041,1.04,+++++++,
50,49,"Monday, May 20",boxscore,NYY,,SEA,L,4,5,,33-16,1,up 2.0,2:34,N,37590,1.15,-,
51,50,"Tuesday, May 21",boxscore,NYY,,SEA,L,3,6,,33-17,1,up 2.0,2:58,N,37257,1.13,--,
52,51,"Wednesday, May 22",boxscore,NYY,,SEA,W,7,3,,34-17,1,up 3.0,2:43,N,40224,1.23,+,
53,52,"Thursday, May 23",boxscore,NYY,,SEA,W,5,0,,35-17,1,up 3.0,2:43,D,43121,1.21,++,
54,53,"Friday, May 24",boxscore,NYY,@,SDP,W,8,0,,36-17,1,up 3.0,2:31,N,43505,1.07,+++,
55,54,"Saturday, May 25",boxscore,NYY,@,SDP,W,4,1,,37-17,1,up 3.0,2:35,N,44845,1.00,++++,
56,55,"Sunday, May 26",boxscore,NYY,@,SDP,L,2,5,,37-18,1,up 2.0,2:56,D,45731,.96,-,
57,56,"Tuesday, May 28",boxscore,NYY,@,LAA,L,3,4,,37-19,1,up 1.5,2:25,N,34894,1.02,--,
58,57,"Wednesday, May 29",boxscore,NYY,@,LAA,W,2,1,,38-19,1,up 1.5,2:23,N,34313,1.10,+,
59,58,"Thursday, May 30",boxscore,NYY,@,LAA,W,8,3,,39-19,1,up 2.0,2:41,N,36312,1.02,++,
60,59,"Friday, May 31",boxscore,NYY,@,SFG,W,6,2,,40-19,1,up 2.0,2:24,N,35018,1.00,+++,
61,Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
62,60,"Saturday, Jun 1",boxscore,NYY,@,SFG,W,7,3,,41-19,1,up 2.0,2:22,N,34487,.93,++++,
63,61,"Sunday, Jun 2",boxscore,NYY,@,SFG,W,7,5,,42-19,1,up 3.0,2:55,D,39485,.92,+++++,
64,62,"Tuesday, Jun 4",boxscore,NYY,,MIN,W,5,1,,43-19,1,up 2.5,2:22,N,37139,.95,++++++,
65,63,"Wednesday, Jun 5",boxscore,NYY,,MIN,W,9,5,,44-19,1,up 3.5,2:36,N,43202,.93,+++++++,
66,64,"Thursday, Jun 6",boxscore,NYY,,MIN,W,8,5,,45-19,1,up 4.5,3:08,N,41380,.84,++++++++,
67,65,"Friday, Jun 7",boxscore,NYY,,LAD,L,1,2,11,45-20,1,up 3.5,3:21,N,48048,.78,-,
68,66,"Saturday, Jun 8",boxscore,NYY,,LAD,L,3,11,,45-21,1,up 2.5,3:17,N,48374,.82,--,
69,67,"Sunday, Jun 9",boxscore,NYY,,LAD,W,6,4,,46-21,1,up 2.5,2:44,N,48023,.86,+,
70,68,"Monday, Jun 10",boxscore,NYY,@,KCR,W,4,2,,47-21,1,up 2.5,2:22,N,24038,.88,++,
71,69,"Tuesday, Jun 11",boxscore,NYY,@,KCR,W,10,1,,48-21,1,up 2.5,2:38,N,22437,.79,+++,
72,70,"Wednesday, Jun 12",boxscore,NYY,@,KCR,W,11,5,,49-21,1,up 2.5,2:46,N,25132,.77,++++,
73,71,"Thursday, Jun 13",boxscore,NYY,@,KCR,L-wo,3,4,,49-22,1,up 2.5,2:33,D,21875,.73,-,
74,72,"Friday, Jun 14",boxscore,NYY,@,BOS,W,8,1,,50-22,1,up 3.5,3:02,N,35024,.78,+,
75,73,"Saturday, Jun 15",boxscore,NYY,@,BOS,L,4,8,,50-23,1,up 2.5,3:08,N,36673,.77,-,
76,74,"Sunday, Jun 16",boxscore,NYY,@,BOS,L,3,9,,50-24,1,up 1.5,3:06,N,36718,.82,--,
77,75,"Tuesday, Jun 18",boxscore,NYY,,BAL,W,4,2,,51-24,1,up 2.5,2:53,N,47429,1.36,+,
78,76,"Wednesday, Jun 19",boxscore,NYY,,BAL,L,6,7,10,51-25,1,up 1.5,3:40,N,47155,1.31,-,
79,77,"Thursday, Jun 20",boxscore,NYY,,BAL,L,5,17,,51-26,1,up 0.5,3:00,D,45456,1.35,--,
80,78,"Friday, Jun 21",boxscore,NYY,,ATL,L,1,8,,51-27,1,up 0.5,2:57,N,45226,.86,---,
81,79,"Saturday, Jun 22",boxscore,NYY,,ATL,W,8,3,,52-27,1,up 1.5,2:36,N,45056,.89,+,
82,80,"Sunday, Jun 23",boxscore,NYY,,ATL,L,1,3,,52-28,1,up 1.5,2:14,D,46683,.89,-,
83,81,"Tuesday, Jun 25",boxscore,NYY,@,NYM,L,7,9,,52-29,1,up 2.0,3:05,N,42824,.93,--,
84,82,"Wednesday, Jun 26",boxscore,NYY,@,NYM,L,2,12,,52-30,1,up 1.0,3:05,N,43004,.92,---,
85,83,"Thursday, Jun 27",boxscore,NYY,@,TOR,L,2,9,,52-31,1,Tied,2:32,N,36423,.95,----,
86,84,"Friday, Jun 28",boxscore,NYY,@,TOR,W,16,5,,53-31,1,Tied,3:08,N,34791,1.04,+,
87,85,"Saturday, Jun 29",boxscore,NYY,@,TOR,L,3,9,,53-32,2,1.0,2:51,D,37448,.99,-,
88,86,"Sunday, Jun 30",boxscore,NYY,@,TOR,W,8,1,,54-32,1,Tied,2:54,D,38534,1.01,+,
89,Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
90,87,"Tuesday, Jul 2",boxscore,NYY,,CIN,L,4,5,,54-33,2,1.0,2:43,N,41219,1.00,-,
91,88,"Wednesday, Jul 3",boxscore,NYY,,CIN,L,2,3,,54-34,2,2.0,2:37,N,47646,1.02,--,
92,89,"Thursday, Jul 4",boxscore,NYY,,CIN,L,4,8,,54-35,2,2.0,2:56,D,43154,1.03,---,
93,90,"Friday, Jul 5",boxscore,NYY,,BOS,L,3,5,10,54-36,2,3.0,2:49,N,47158,1.24,----,
94,91,"Saturday, Jul 6",boxscore,NYY,,BOS,W,14,4,,55-36,2,2.0,2:57,D,45504,1.21,+,
95,92,"Sunday, Jul 7",boxscore,NYY,,BOS,L,0,3,,55-37,2,3.0,2:23,N,45250,1.19,-,
96,93,"Tuesday, Jul 9",boxscore,NYY,@,TBR,L,3,5,,55-38,2,3.0,2:34,N,20436,1.16,--,
97,94,"Wednesday, Jul 10",boxscore,NYY,@,TBR,W,2,1,,56-38,2,2.0,2:49,N,19246,1.21,+,
98,95,"Thursday, Jul 11",boxscore,NYY,@,TBR,L,4,5,,56-39,2,2.0,2:57,N,23438,1.18,-,
99,96,"Friday, Jul 12",boxscore,NYY,@,BAL,W,4,1,,57-39,2,1.0,3:02,N,39566,1.75,+,
100,97,"Saturday, Jul 13",boxscore,NYY,@,BAL,W,6,1,,58-39,1,Tied,2:35,D,44018,1.79,++,
101,98,"Sunday, Jul 14",boxscore,NYY,@,BAL,L-wo,5,6,,58-40,2,1.0,3:21,D,39031,1.82,-,
102,99,"Friday, Jul 19",preview,NYY,,TBR,7:05 pm,7:05 pm,7:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
103,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
104,100,"Saturday, Jul 20",preview,NYY,,TBR,1:05 pm,1:05 pm,1:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
105,101,"Sunday, Jul 21",preview,NYY,,TBR,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
106,102,"Monday, Jul 22",preview,NYY,,TBR,1:05 pm,1:05 pm,1:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
107,103,"Tuesday, Jul 23",preview,NYY,,NYM,7:05 pm,7:05 pm,7:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
